place_id,place_name,source,reviewer_name,rating,review_text,review_time,relative_time,language,review_date,review_text_clean,review_length,sentiment_label,review_year,review_month
ChIJ0YQBw6dz4ToR87Ti3CpzT2w,Coco And Date,google,Nik “SaintNik05” G,5,"By chance, we met the owner, Fatima, and she truly made the experience special. She is a wonderful soul. The drinks were refreshing, but what stayed with us most was her genuine care and affection for the little kitties outside her door. That kindness made our day unforgettable. Somewhere in our photos there’s a picture of the drink—but the real memory is how full both our hearts and bellies felt. Absolutely worth a visit.",1769007142,3 months ago,en,2026-01-21 14:52:22,by chance we met the owner fatima and she truly made the experience special she is a wonderful soul the drinks were refreshing but what stayed with us most was her genuine care and affection for the little kitties outside her door that kindness made our day unforgettable somewhere in our photos there s a picture of the drink but the real memory is how full both our hearts and bellies felt absolutely worth a visit ,77,positive,2026,1
ChIJ0YQBw6dz4ToR87Ti3CpzT2w,Coco And Date,google,Ida johanna Ljunggren,5,"This place is a must go if your in Galle fort! Super cute and great food, ambience and service. Super friendly staff and we had some really good breakfast here, and they also look after the street cats outside and feed them daily. Do not miss to stop here for a drink or the granola was super tasty and the best breakfast we’ve had",1764738482,5 months ago,en,2025-12-03 05:08:02,this place is a must go if your in galle fort super cute and great food ambience and service super friendly staff and we had some really good breakfast here and they also look after the street cats outside and feed them daily do not miss to stop here for a drink or the granola was super tasty and the best breakfast we ve had,65,positive,2025,12
ChIJhVlEXz9z4ToRuBbvsUHEHKQ,AQUA Forno,google,Elle Payne,5,Food was great! Quick and super tasty. Had the chicken in ciabatta and the bolognese crepe. Have never tried a bolognese crepe but will definitely be getting another! The decor is super cute also!,1769754889,3 months ago,en,2026-01-30 06:34:49,food was great quick and super tasty had the chicken in ciabatta and the bolognese crepe have never tried a bolognese crepe but will definitely be getting another the decor is super cute also ,35,positive,2026,1
ChIJhVlEXz9z4ToRuBbvsUHEHKQ,AQUA Forno,google,I P,5,"Great view, very cozy, tasty fresh warm croissants, pistachio ice cream. I’d only suggest to offer larger portions of drinks - just a small cup of tea is not enough to get enough water. Better to have more / stronger air fans to make atmosphere outside cooler",1771817837,2 months ago,en,2026-02-23 03:37:17,great view very cozy tasty fresh warm croissants pistachio ice cream i d only suggest to offer larger portions of drinks just a small cup of tea is not enough to get enough water better to have more stronger air fans to make atmosphere outside cooler,46,positive,2026,2
ChIJLRLMLalz4ToRE0S23ZDsztk,Priyamithra TeaRoom,google,King Muf,5,Good,1757756760,8 months ago,en,2025-09-13 09:46:00,good,1,positive,2025,9
ChIJc_eiAadz4ToR7AAc4eWcubs,Moi Galle Fort by DBI,google,Savanthi Ponnamperuma,4,"We were looking for a spot for brunch in Galle Fort and came across Moi, and it turned out to be a lovely find. The atmosphere was really nice, the food was good, and the staff were friendly and welcoming. A great place to relax and enjoy a brunch while exploring Galle Fort.",1767375737,4 months ago,en,2026-01-02 17:42:17,we were looking for a spot for brunch in galle fort and came across moi and it turned out to be a lovely find the atmosphere was really nice the food was good and the staff were friendly and welcoming a great place to relax and enjoy a brunch while exploring galle fort ,54,positive,2026,1
Moi by DBI is an absolute delight—from the moment you walk in, you’re greeted with warm hospitality and a beautifully curated space that blends modern elegance with coastal charm. The food is exceptional: fresh ingredients, bold flavors, and thoughtful presentation. Whether you’re indulging in seafood or savoring their signature dishes, every bite feels crafted with care. Service is attentive without being intrusive," and the ambiance makes it perfect for a relaxed lunch or a romantic dinner. Highly recommend to anyone visiting Galle Fort—this place truly stands out.""",1761838771,6 months ago,en,2025-10-30 15:39:31, and the ambiance makes it perfect for a relaxed lunch or a romantic dinner highly recommend to anyone visiting galle fort this place truly stands out ,28,negative,2025,10
ChIJg_HfBiBz4ToRWJ03NV83xUg,PUPPETS RESTAURANT & CAFE,google,pse,5,"This is a fabulous cafe to sit, chill, eat/drink while watching the world wander by in Galle.  Steps from the main walkways it provides a nice respite from all the other travellers. The staff are all warm, inviting and accommodating.  The service is relaxed and the food freshly prepared.  As special shoutout to the sangria as it is light and delicious.  I particularly enjoyed the long spoon to scoop-out the fresh fruit to eat as opposed to tipping the glass back and risk splashing it all over your face.  The salad was fresh and light.  The ambiance is chill with good music.  Whether you sit outside/inside the entire experience is exemplary.",1771646253,2 months ago,en,2026-02-21 03:57:33,this is a fabulous cafe to sit chill eat drink while watching the world wander by in galle steps from the main walkways it provides a nice respite from all the other travellers the staff are all warm inviting and accommodating the service is relaxed and the food freshly prepared as special shoutout to the sangria as it is light and delicious i particularly enjoyed the long spoon to scoop out the fresh fruit to eat as opposed to tipping the glass back and risk splashing it all over your face the salad was fresh and light the ambiance is chill with good music whether you sit outside inside the entire experience is exemplary ,115,positive,2026,2
ChIJg_HfBiBz4ToRWJ03NV83xUg,PUPPETS RESTAURANT & CAFE,google,Floriane de Gastines,5,"I absolutely love this place for its location, it's authentic originality, and it's staff that make you feel a special guest but at home at the same time. The menu is very big, I tried a bit of everything because I came back many times, and everything is very good and healthy ! I think the quality of the food, the ingredients they put, is very high, which was rare during the rest of my trip. My heart goes for the croissants, the best I had abroad, the Thai chicken, the eggs with curd and cucumber, the kotu, the fruits.... Andddd the chocolate mousse ! You can also try the pizzas, the base is very crusty ! Thanks a lot to the friendly waiters and to the cocktail makers (if you are a cocktail fan, this is also your place ! I had the best Pina colada...!!!)",1770221176,3 months ago,en,2026-02-04 16:06:16,i absolutely love this place for its location it s authentic originality and it s staff that make you feel a special guest but at home at the same time the menu is very big i tried a bit of everything because i came back many times and everything is very good and healthy i think the quality of the food the ingredients they put is very high which was rare during the rest of my trip my heart goes for the croissants the best i had abroad the thai chicken the eggs with curd and cucumber the kotu the fruits andddd the chocolate mousse you can also try the pizzas the base is very crusty thanks a lot to the friendly waiters and to the cocktail makers if you are a cocktail fan this is also your place i had the best pina colada ,146,positive,2026,2
ChIJg_HfBiBz4ToRWJ03NV83xUg,PUPPETS RESTAURANT & CAFE,google,Alok Aditya,4,This cafe is located near the  Galle Lighthouse. The food is very good. We especially liked the tea. The menu has western as well as Sri Lankan dishes. The ambience is cozy. Overall a nice restaurant serving good food.,1768121003,4 months ago,en,2026-01-11 08:43:23,this cafe is located near the galle lighthouse the food is very good we especially liked the tea the menu has western as well as sri lankan dishes the ambience is cozy overall a nice restaurant serving good food ,40,positive,2026,1
ChIJg_HfBiBz4ToRWJ03NV83xUg,PUPPETS RESTAURANT & CAFE,google,Jo Semp,5,"We had the most delicious and beautifully served meal. We had cocktails that were just perfect. We sat outside looking onto the street and we found the food, drinks and the service to be absolutely great. Cannot recommend highly enough. Biggest heartfelt thanks to the waiting staff who did an excellent job, thank you Ashen & Chads for looking after us. Would definitely return to this restaurant if visiting again.",1770001946,3 months ago,en,2026-02-02 03:12:26,we had the most delicious and beautifully served meal we had cocktails that were just perfect we sat outside looking onto the street and we found the food drinks and the service to be absolutely great cannot recommend highly enough biggest heartfelt thanks to the waiting staff who did an excellent job thank you ashen chads for looking after us would definitely return to this restaurant if visiting again ,70,positive,2026,2
ChIJg_HfBiBz4ToRWJ03NV83xUg,PUPPETS RESTAURANT & CAFE,google,Satheesh Kumar Ilu,5,"It is nice small boutique cafe and restaurant in the Galle Fort Area. The ambience is great, food was awesome. We tried chicken nuggets, fried rice and burger. All were nice, except the sesame chicken burger, which had more chicken than we wanted and it does not really stack up as a sandwich.  Staff was nice, the interiors were nice.  Must visit, if you like western food.",1759031395,7 months ago,en,2025-09-28 03:49:55,it is nice small boutique cafe and restaurant in the galle fort area the ambience is great food was awesome we tried chicken nuggets fried rice and burger all were nice except the sesame chicken burger which had more chicken than we wanted and it does not really stack up as a sandwich staff was nice the interiors were nice must visit if you like western food ,68,positive,2025,9
ChIJsQRBXaZz4ToRgh20_xeRLOM,"Le Jardin du Fort - A Romantic Hotel de Charme in Galle Fort, Sri Lanka",google,Catalina Pauwels,5,Lovely one night stay in Le Jardín du Fort. The location is absolutely incredible and the staff working here are all so lovely and welcoming. They made sure we had everything we needed and provided us with the best service. Would recommend this place to anyone. Rooms are lovely and clean with hot showers and working air con. The vibe of the place is also very nice. The breakfast was excellent.,1770978116,2 months ago,en,2026-02-13 10:21:56,lovely one night stay in le jard n du fort the location is absolutely incredible and the staff working here are all so lovely and welcoming they made sure we had everything we needed and provided us with the best service would recommend this place to anyone rooms are lovely and clean with hot showers and working air con the vibe of the place is also very nice the breakfast was excellent ,73,positive,2026,2
ChIJ_YxFjqBz4ToR1xAItP-8Bto,"Moi Galle Fort Restaurant, Bar & Cafe.",google,Jennifer Roders,5,"We came here for breakfast and had an amazing experience. The food was wonderful, we ordered Eggs Benedict and Shakshuka and they were well presented and flavoursome. Highly recommend Sumithra the lady serving us was very friendly. Will be back",1770785011,2 months ago,en,2026-02-11 04:43:31,we came here for breakfast and had an amazing experience the food was wonderful we ordered eggs benedict and shakshuka and they were well presented and flavoursome highly recommend sumithra the lady serving us was very friendly will be back,40,positive,2026,2
ChIJ_YxFjqBz4ToR1xAItP-8Bto,"Moi Galle Fort Restaurant, Bar & Cafe.",google,Wendy Glover,5,Empty when we arrived on a recommendation but I'm sure it has atmosphere when busy as lovely little venue. I'm sure the middle east situation has affected business bady with few tourists around.  We wanted a curry which wasn't on the menu but they quickly russeled us up an amazing Sri Lankan curry. Lovely friendly staff. Highly recommend !,1772895744,2 months ago,en,2026-03-07 15:02:24,empty when we arrived on a recommendation but i m sure it has atmosphere when busy as lovely little venue i m sure the middle east situation has affected business bady with few tourists around we wanted a curry which wasn t on the menu but they quickly russeled us up an amazing sri lankan curry lovely friendly staff highly recommend ,62,positive,2026,3
ChIJ_YxFjqBz4ToR1xAItP-8Bto,"Moi Galle Fort Restaurant, Bar & Cafe.",google,Gareth Glover,5,"We were recommended to come and it didn’t disappoint. Although the menu is okay we wanted to eat traditional Srilankan food. This was no problem for the chef as he made us a Srilankan Chicken curry, potato curry, Sambal, rice and salad and the cocktails are pretty good too. I don’t know how often the chef makes food to order but his Srilankan food is great. I would recommend this place. Haven’t got the bill yet but I’m sure it’s excellent value for your money.",1772895330,2 months ago,en,2026-03-07 14:55:30,we were recommended to come and it didn t disappoint although the menu is okay we wanted to eat traditional srilankan food this was no problem for the chef as he made us a srilankan chicken curry potato curry sambal rice and salad and the cocktails are pretty good too i don t know how often the chef makes food to order but his srilankan food is great i would recommend this place haven t got the bill yet but i m sure it s excellent value for your money ,91,positive,2026,3
ChIJ_YxFjqBz4ToR1xAItP-8Bto,"Moi Galle Fort Restaurant, Bar & Cafe.",google,Ishani Kodikara,5,"I had such a lovely experience at Moi Restaurant in Galle Fort The cocktails were absolutely amazing, so refreshing and beautifully presented. The food was delicious, full of flavor, and perfectly balanced with every bite. The atmosphere was cozy and stylish, and the staff were super friendly and attentive. Definitely one of the best spots in Galle Fort to chill, sip, and enjoy good food and vibes!",1765218713,5 months ago,en,2025-12-08 18:31:53,i had such a lovely experience at moi restaurant in galle fort the cocktails were absolutely amazing so refreshing and beautifully presented the food was delicious full of flavor and perfectly balanced with every bite the atmosphere was cozy and stylish and the staff were super friendly and attentive definitely one of the best spots in galle fort to chill sip and enjoy good food and vibes ,68,positive,2025,12
ChIJD9BxppJz4ToRcNtvs-iolZs,Island Tea Co.& Ceylon Coffee Club - Galle fort,google,Senarath Wijesiri,5,Excellent bubble tea and outstanding customer services! I appreciate you being in our area!🥤🍫🍮🩵,1769943605,3 months ago,en,2026-02-01 11:00:05,excellent bubble tea and outstanding customer services i appreciate you being in our area ,15,positive,2026,2
ChIJD9BxppJz4ToRcNtvs-iolZs,Island Tea Co.& Ceylon Coffee Club - Galle fort,google,chanuka boteju,5,"A lovely coffee shop with a warm and relaxing atmosphere. The coffee is rich, smooth, and clearly made with quality beans. Their tea selection is equally impressive, offering well-brewed, aromatic options that are perfect for any time of day. The food menu complements the drinks beautifully — fresh, flavorful, and well presented. From light snacks to satisfying meals, everything tastes thoughtfully prepared. Friendly staff and prompt service make the experience even better. A great place to unwind, catch up with friends, or simply enjoy a quiet cup of coffee or tea.",1765951510,4 months ago,en,2025-12-17 06:05:10,a lovely coffee shop with a warm and relaxing atmosphere the coffee is rich smooth and clearly made with quality beans their tea selection is equally impressive offering well brewed aromatic options that are perfect for any time of day the food menu complements the drinks beautifully fresh flavorful and well presented from light snacks to satisfying meals everything tastes thoughtfully prepared friendly staff and prompt service make the experience even better a great place to unwind catch up with friends or simply enjoy a quiet cup of coffee or tea ,92,positive,2025,12
ChIJD9BxppJz4ToRcNtvs-iolZs,Island Tea Co.& Ceylon Coffee Club - Galle fort,google,sinéad n,5,Chai bubble tea was amazing!! 100% recommend here if your craving some and a quiet place to rest,1770285965,3 months ago,en,2026-02-05 10:06:05,chai bubble tea was amazing 100 recommend here if your craving some and a quiet place to rest,18,positive,2026,2
ChIJK86IT3Zz4ToRDXl2C7SWImU,Cafe Yesara gallefort,google,Ada Cosmovici,5,I loved the food and being able to customise it for my quirky requirements. Freshly made curry and ginger tea at the best price in Galle Fort! The staff agreed quickly to prepare a curry with ingredients suitable for my diet and I was pleasantly surprised how efficient they were in preparing a fresh dish and how tasty it was. Café Yesara is on my list for next time I’m in Galle.,1769594804,3 months ago,en,2026-01-28 10:06:44,i loved the food and being able to customise it for my quirky requirements freshly made curry and ginger tea at the best price in galle fort the staff agreed quickly to prepare a curry with ingredients suitable for my diet and i was pleasantly surprised how efficient they were in preparing a fresh dish and how tasty it was caf yesara is on my list for next time i m in galle ,74,positive,2026,1
ChIJK86IT3Zz4ToRDXl2C7SWImU,Cafe Yesara gallefort,google,Sliogán Mara,1,"We were very excited to eat here after reading reviews. Unfortunately, two of three curries were served cold and quite bland (both rice and curry cold). Returned and served again. I did not eat my food - left hungry. Three members of staff gathered around me when I was alone requesting for me not to leave a review which I found quite intimidating. I agreed but changed my mind seeing that my friend has suffered an awful night of food poisoning from her chicken curry here yesterday. Cannot recommend - very poor experience.",1766806288,4 months ago,en,2025-12-27 03:31:28,we were very excited to eat here after reading reviews unfortunately two of three curries were served cold and quite bland both rice and curry cold returned and served again i did not eat my food left hungry three members of staff gathered around me when i was alone requesting for me not to leave a review which i found quite intimidating i agreed but changed my mind seeing that my friend has suffered an awful night of food poisoning from her chicken curry here yesterday cannot recommend very poor experience ,92,negative,2025,12
ChIJ1-ev48tz4ToRYKbzhCvz2c8,Tea Avenue - Galle Fort,google,Pamodi Edirisinghe,5,"This is one of my favorite cafes in Galle, perfect for catching up with friends ,family outings or finding a quiet, peaceful spot to work. The menu offers a great variety of food and drinks, and everything is served quickly with excellent customer service. The sea view from the back wall is absolutely stunning!",1729357152,a year ago,en,2024-10-19 16:59:12,this is one of my favorite cafes in galle perfect for catching up with friends family outings or finding a quiet peaceful spot to work the menu offers a great variety of food and drinks and everything is served quickly with excellent customer service the sea view from the back wall is absolutely stunning ,55,positive,2024,10
ChIJ1-ev48tz4ToRYKbzhCvz2c8,Tea Avenue - Galle Fort,google,Lahiru Viraj,5,"If you're looking for a restaurant that offers more than just a meal, the Relaxed Food Experience in Galle is worth a visit. The prices may be a bit higher than other local options, but the atmosphere and service are top-notch. The cozy and inviting environment makes it a great place to relax and unwind, whether you're on a solo date or hanging out with friends. While there isn't a dedicated parking lot, there is the option to park along the road. All in all, the Relaxed Food Experience is a great choice for anyone looking to enjoy a unique and enjoyable dining experience.",1673291902,3 years ago,en,2023-01-09 19:18:22,if you re looking for a restaurant that offers more than just a meal the relaxed food experience in galle is worth a visit the prices may be a bit higher than other local options but the atmosphere and service are top notch the cozy and inviting environment makes it a great place to relax and unwind whether you re on a solo date or hanging out with friends while there isn t a dedicated parking lot there is the option to park along the road all in all the relaxed food experience is a great choice for anyone looking to enjoy a unique and enjoyable dining experience ,109,positive,2023,1
ChIJ1-ev48tz4ToRYKbzhCvz2c8,Tea Avenue - Galle Fort,google,Lasith Jayalath,5,You can have a relaxed food experience here. Prices are bit high compared to other restaurants around Galle. But they are adding value to food by offering a different experience. Don’t visit here if you are in a hurry. This is ideal for a solo date. Environment inside is very unique and mind relaxing. Just take your time and enjoy the food. As far as I know they don’t have a separate parking available but you can park your vehicle beside the Galle road.,1672587804,3 years ago,en,2023-01-01 15:43:24,you can have a relaxed food experience here prices are bit high compared to other restaurants around galle but they are adding value to food by offering a different experience don t visit here if you are in a hurry this is ideal for a solo date environment inside is very unique and mind relaxing just take your time and enjoy the food as far as i know they don t have a separate parking available but you can park your vehicle beside the galle road ,87,positive,2023,1
ChIJ1-ev48tz4ToRYKbzhCvz2c8,Tea Avenue - Galle Fort,google,Dilan Sachintha,4,"Had an overall good experience here. The service was good. The peach iced tea and blue lagoon were good.  But the crispy chicken burger is not worth the price. The tomato pasta can be recommended and had a good portion as well. Also, the cheese cake is too much high price compared to other cheese cake providers and also does not match that quality.",1672073528,3 years ago,en,2022-12-26 16:52:08,had an overall good experience here the service was good the peach iced tea and blue lagoon were good but the crispy chicken burger is not worth the price the tomato pasta can be recommended and had a good portion as well also the cheese cake is too much high price compared to other cheese cake providers and also does not match that quality ,65,positive,2022,12
ChIJNUY1-71z4ToRee-O5lPR0MA,KiXi Fort Galle,google,Sofia Prochna,5,"One of the best breakfast places I’ve been to! The shakshuka was honestly the best I’ve ever had — incredibly tasty and perfectly cooked. The waffle breakfast was ok, but I wouldn’t recommend. We also tried the waffle with banana and Nutella, and it was delicious. The place is cozy, beautiful, and has a really nice atmosphere. Definitely worth visiting if you’re in Galle)",1770395150,3 months ago,en,2026-02-06 16:25:50,one of the best breakfast places i ve been to the shakshuka was honestly the best i ve ever had incredibly tasty and perfectly cooked the waffle breakfast was ok but i wouldn t recommend we also tried the waffle with banana and nutella and it was delicious the place is cozy beautiful and has a really nice atmosphere definitely worth visiting if you re in galle ,68,positive,2026,2
ChIJAXsOGY5z4ToRkMQAV4zGemA,National Tea Rooms - Oldest Cafe in Galle Fort,google,Michael Gundacker,5,"We have been here twice, for breakfast and lunch, trying the smoothie bowl, string hoppers, egg hoppers, dhal curry as well as the rice and curry. All meals were authentic, freshly prepared and tasty. The owner is super friendly and it’s popular among locals. One of the few places within the Fort with reasonable prices. Definitely recommend to visit when being in Galle.",1704626546,2 years ago,en,2024-01-07 11:22:26,we have been here twice for breakfast and lunch trying the smoothie bowl string hoppers egg hoppers dhal curry as well as the rice and curry all meals were authentic freshly prepared and tasty the owner is super friendly and it s popular among locals one of the few places within the fort with reasonable prices definitely recommend to visit when being in galle ,65,positive,2024,1
ChIJAXsOGY5z4ToRkMQAV4zGemA,National Tea Rooms - Oldest Cafe in Galle Fort,google,Sameena Ismail,5,One of the best and oldest restaurant you could find in Galle Fort which serves you a delicious breakfast. Though the room is with limited space for seating still you can enjoy the antique vibe. Customer service was friendly and helpful. Food were worth the price and delicious. Even they have bicycle rent out service with a reasonable price.,1668078045,3 years ago,en,2022-11-10 11:00:45,one of the best and oldest restaurant you could find in galle fort which serves you a delicious breakfast though the room is with limited space for seating still you can enjoy the antique vibe customer service was friendly and helpful food were worth the price and delicious even they have bicycle rent out service with a reasonable price ,60,positive,2022,11
ChIJAXsOGY5z4ToRkMQAV4zGemA,National Tea Rooms - Oldest Cafe in Galle Fort,google,Jaz Dark,5,The most gorgeous little cafe with absolutely delicious food and really friendly staff! A hidden gem for sure and a must visit for authentic and amazing Sri Lankan food. We had the egg hoppers and coconut roti which was amazing - 100% would recommend to anyone visiting Galle.,1718696526,a year ago,en,2024-06-18 07:42:06,the most gorgeous little cafe with absolutely delicious food and really friendly staff a hidden gem for sure and a must visit for authentic and amazing sri lankan food we had the egg hoppers and coconut roti which was amazing 100 would recommend to anyone visiting galle ,48,positive,2024,6
ChIJAXsOGY5z4ToRkMQAV4zGemA,National Tea Rooms - Oldest Cafe in Galle Fort,google,Timeshare Chinchilla,5,"Stopped here for a quick lunch and had a toasted cheese sandwich, a coke and a water for a really cheap price. Staff were lovely and it was nice sitting outside watching the world go by. Appreciated the garnish effort on the plate.",1731233965,a year ago,en,2024-11-10 10:19:25,stopped here for a quick lunch and had a toasted cheese sandwich a coke and a water for a really cheap price staff were lovely and it was nice sitting outside watching the world go by appreciated the garnish effort on the plate ,44,positive,2024,11
ChIJAXsOGY5z4ToRkMQAV4zGemA,National Tea Rooms - Oldest Cafe in Galle Fort,google,Tomáš Dostál,3,"Nice atmosphere, cute cat and I love the interior. When it comes to service, waitresses looked very desoriented. A 450LRK 'espresso' is actually just a brown water 'nespresso' instant coffee, which was a huge disappointment. I mean. I don't know why but for the price I hoped for proper italian-ish espresso from a proper coffee machine.",1711698191,2 years ago,en,2024-03-29 07:43:11,nice atmosphere cute cat and i love the interior when it comes to service waitresses looked very desoriented a 450lrk espresso is actually just a brown water nespresso instant coffee which was a huge disappointment i mean i don t know why but for the price i hoped for proper italian ish espresso from a proper coffee machine ,59,neutral,2024,3
ChIJu5_4oV1z4ToRzPRNYCSOe30,FortYard Cafe by Yara,google,maysa mozaffari,5,"A lovely place with a truly unique and beautiful atmosphere. The space is very clean, well-designed, and feels fresh and welcoming. The ice creams are incredibly delicious, rich in flavor, and clearly made with great quality ingredients. Definitely a great spot to relax, enjoy the vibe, and treat yourself to amazing ice cream. Highly recommended!",1766654167,4 months ago,en,2025-12-25 09:16:07,a lovely place with a truly unique and beautiful atmosphere the space is very clean well designed and feels fresh and welcoming the ice creams are incredibly delicious rich in flavor and clearly made with great quality ingredients definitely a great spot to relax enjoy the vibe and treat yourself to amazing ice cream highly recommended ,57,positive,2025,12
ChIJu5_4oV1z4ToRzPRNYCSOe30,FortYard Cafe by Yara,google,LinkPo Nguyen,4,"Simple breakfasr options, it feels like hotel breakfast, if you look for Sri Lankan breakfast this is not the place. Ambience nice, beautiful set up, very quiet in the morning, friendly staff. The morning we went there was military training opposite the street, it was interesting to sneak on them from the restaurant. Breakfast comes with egg and meat as the heart, besides, you get started with small cup of juice of the day, a plate of fruit, toast and sweet, tea or coffee.",1768119866,4 months ago,en,2026-01-11 08:24:26,simple breakfasr options it feels like hotel breakfast if you look for sri lankan breakfast this is not the place ambience nice beautiful set up very quiet in the morning friendly staff the morning we went there was military training opposite the street it was interesting to sneak on them from the restaurant breakfast comes with egg and meat as the heart besides you get started with small cup of juice of the day a plate of fruit toast and sweet tea or coffee ,85,positive,2026,1
ChIJu5_4oV1z4ToRzPRNYCSOe30,FortYard Cafe by Yara,google,Rajitha Jayasekera,1,"We were really disappointed with this café. They had only three very similar options for breakfast — nothing special or worth the price. What made it worse was that they didn’t allow us to sit outside, even though the place was practically empty and there was plenty of space in the front. Strangely, only two foreigners were seated there, which made us feel like locals weren’t welcome to sit outside. That’s really unfair — we pay the same money too. Definitely not coming back.",1760582517,6 months ago,en,2025-10-16 02:41:57,we were really disappointed with this caf they had only three very similar options for breakfast nothing special or worth the price what made it worse was that they didn t allow us to sit outside even though the place was practically empty and there was plenty of space in the front strangely only two foreigners were seated there which made us feel like locals weren t welcome to sit outside that s really unfair we pay the same money too definitely not coming back ,86,negative,2025,10
ChIJu5_4oV1z4ToRzPRNYCSOe30,FortYard Cafe by Yara,google,Frank Meeuwis,5,Really had a great lunch (vegetarian curry)! The staff is super friendly and was more than willing to answer all our questions about the exquisite food! Would definitely recommend!,1767611322,4 months ago,en,2026-01-05 11:08:42,really had a great lunch vegetarian curry the staff is super friendly and was more than willing to answer all our questions about the exquisite food would definitely recommend ,30,positive,2026,1
ChIJgU1bvB9z4ToR1AqRIpAJG0U,Le Bella1912,google,Bhanuka Samarathunga,5,"Le Bella 1912 Caffè is a lovely place with a great atmosphere. The staff are extremely friendly, welcoming, and always ready to help with a smile. Their warm service really makes the experience special. Highly recommended for anyone looking to relax and enjoy quality time at a cozy café.",1770643933,3 months ago,en,2026-02-09 13:32:13,le bella 1912 caff is a lovely place with a great atmosphere the staff are extremely friendly welcoming and always ready to help with a smile their warm service really makes the experience special highly recommended for anyone looking to relax and enjoy quality time at a cozy caf ,50,positive,2026,2
ChIJgU1bvB9z4ToR1AqRIpAJG0U,Le Bella1912,google,Naneen Rossi,5,"Stumbled across this place after stopping for a beer. Liked Galle Fort and this location so cancelled our original Airbnb a few km away to stay here. Lovely staff and rooms, perfect location, we chose the room with front balcony where we could watch the world go by. Really good Coffee and cocktails all reasonably priced. So happy we stayed and would highly recommend to others. Beach super close, cricket ground a few minutes walk and not forgetting try Hot hot Roti shop just down the street.",1765339376,5 months ago,en,2025-12-10 04:02:56,stumbled across this place after stopping for a beer liked galle fort and this location so cancelled our original airbnb a few km away to stay here lovely staff and rooms perfect location we chose the room with front balcony where we could watch the world go by really good coffee and cocktails all reasonably priced so happy we stayed and would highly recommend to others beach super close cricket ground a few minutes walk and not forgetting try hot hot roti shop just down the street ,88,positive,2025,12
ChIJgU1bvB9z4ToR1AqRIpAJG0U,Le Bella1912,google,Frederieke van Dongen,5,"Such a wonderful place to stay for a few nights when exploring Galle and surrounding areas. Kind staff, peaceful and calm athmosphere, and a bar for a coffee in the morning and wine in the evening. Definitely highly recommend staying here.",1770785123,2 months ago,en,2026-02-11 04:45:23,such a wonderful place to stay for a few nights when exploring galle and surrounding areas kind staff peaceful and calm athmosphere and a bar for a coffee in the morning and wine in the evening definitely highly recommend staying here ,42,positive,2026,2
ChIJ3TMYb25z4ToR9yYQ3o4vV-I,Orion XO Tea & Café,google,Matthew Fulton,5,Amazing food and drinks. The poke bowls are very good. If you’re looking for some AC to break from the midday heat this is one of the few places in Galle Fort with great AC. Perfect place to doomscroll. Good vibes.,1771717961,2 months ago,en,2026-02-21 23:52:41,amazing food and drinks the poke bowls are very good if you re looking for some ac to break from the midday heat this is one of the few places in galle fort with great ac perfect place to doomscroll good vibes ,43,positive,2026,2
ChIJ3TMYb25z4ToR9yYQ3o4vV-I,Orion XO Tea & Café,google,Nipuna Fernando,5,"Hands down the best matcha latte in Galle (down south)! 🍵 Perfectly balanced, creamy, and full of real matcha flavor. The café is located inside Galle Fort, making it even more special—you can enjoy your matcha latte with a beautiful view while soaking in the charm of the fort. A must-visit spot for matcha lovers in Sri Lanka!",1769394521,3 months ago,en,2026-01-26 02:28:41,hands down the best matcha latte in galle down south perfectly balanced creamy and full of real matcha flavor the caf is located inside galle fort making it even more special you can enjoy your matcha latte with a beautiful view while soaking in the charm of the fort a must visit spot for matcha lovers in sri lanka ,60,positive,2026,1
ChIJ3TMYb25z4ToR9yYQ3o4vV-I,Orion XO Tea & Café,google,Manusha Chethiyawardhana,5,Food was really nice and tasty. Atmosphere is calm and service is good as well. The crepe cakes are superb so don't miss out on them. Japanese pancakes were just right as well. The prawn poke bowl was fresh and delicious.,1760270705,7 months ago,en,2025-10-12 12:05:05,food was really nice and tasty atmosphere is calm and service is good as well the crepe cakes are superb so don t miss out on them japanese pancakes were just right as well the prawn poke bowl was fresh and delicious ,43,positive,2025,10
ChIJHzDsITtz4ToRtNw3YbGgBtY,Cafe Fort Nook,google,Achini Navodya,5,"Hello,Fort lovers… This is a small corner cafe at mansion building near commercial bank at galle fort.. You can enjoy the breakfast and evening snacks at hear… They have bubble tea,mojitos,fresh fruit juices and hot chocolate… Enjoy and try this cute place within your galle fort journey…",1699102438,2 years ago,en,2023-11-04 12:53:58,hello fort lovers this is a small corner cafe at mansion building near commercial bank at galle fort you can enjoy the breakfast and evening snacks at hear they have bubble tea mojitos fresh fruit juices and hot chocolate enjoy and try this cute place within your galle fort journey ,51,positive,2023,11
ChIJHzDsITtz4ToRtNw3YbGgBtY,Cafe Fort Nook,google,Pratiksha Govil,5,It’s a small place but the staff is super friendly. I ordered string hoppers with curry and a black tea for breakfast and it was delicious 😍 very reasonable priced,1709439545,2 years ago,en,2024-03-03 04:19:05,it s a small place but the staff is super friendly i ordered string hoppers with curry and a black tea for breakfast and it was delicious very reasonable priced,30,positive,2024,3
