place_id,name,address,lat,lng,rating,user_ratings_total,price_level,types,phone,website,opening_hours,business_status,anchor_area,search_type,primary_category,popularity_tier,is_tourist_area
ChIJW2zCD71y4ToR6eJDf9upPx8,Wijaya Beach Hotel & Restaurant,"2727+28Q, A2, Unawatuna, Sri Lanka",6.000096999999999,80.2633456,4.3,,2.0,"establishment, food, point_of_interest, restaurant",077 790 3431,https://wijayabeach.com/,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ8dX__qJy4ToR22_eCTduHSY,Miri Beach,"X7X9+V7G, Talpe, Sri Lanka",5.9996852,80.26819739999999,5.0,,,"establishment, food, point_of_interest, restaurant",0914 545 268,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJJWaWgqFy4ToRODkDVuUne2U,The Garden,"Mihiripenna, talpe, Unawatuna 80615, Sri Lanka",5.9996586,80.271869,3.7,,,"establishment, food, lodging, point_of_interest, restaurant",077 351 0188,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: 7:00 AM – 9:30 PM | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ46cvZKFy4ToRwRuaqMyy-FE,Owl and the Pussycat Hotel & Restaurant,"N.788, 788 Matara Rd, Talpe, Sri Lanka",5.9985458,80.2716487,4.5,,,"establishment, food, lodging, point_of_interest, restaurant, spa",077 724 0077,http://www.otphotel.com/,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJn2vWePFy4ToRB7fbwdcdfh4,Nooit Gedacht Heritage Hotel,"Matara Rd, Unawatuna 80600, Sri Lanka",6.01509,80.2484103,4.4,,,"establishment, food, lodging, point_of_interest, restaurant",0914 946 129,http://www.nooitgedachtheritage.com/,Monday: 5:00 AM – 10:00 PM | Tuesday: 5:00 AM – 10:00 PM | Wednesday: 5:00 AM – 10:00 PM | Thursday: 5:00 AM – 10:00 PM | Friday: 5:00 AM – 10:00 PM | Saturday: 5:00 AM – 10:00 PM | Sunday: 5:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJEbRusJRy4ToRVeeDZxyeVFg,Sanmira Renaissance Hotel,"407 C A2, Unawatuna, Sri Lanka",6.005786899999999,80.2549434,3.9,,,"bar, establishment, food, lodging, point_of_interest, restaurant",077 322 7555,https://sanmirarenaissance.com/,Monday: 7:00 – 10:00 PM | Tuesday: 7:00 – 10:00 PM | Wednesday: 7:00 – 10:00 PM | Thursday: 7:00 – 10:00 PM | Friday: 7:00 – 10:00 PM | Saturday: 7:00 – 10:00 PM | Sunday: 7:00 – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,bar,Top,True
ChIJl7o3M-xy4ToRmAEP787VeD4,Black & White Restaurant,"parangiya waththe 274/5 pillagoda, Unawatuna Beach, Unawatuna 80600, Sri Lanka",6.009583399999999,80.2498499,4.7,,2.0,"bar, establishment, food, point_of_interest, restaurant",077 137 9960,https://de-de.facebook.com/Black-White-140720349627101/,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,bar,Top,True
ChIJXzxVYZFz4ToRZFosskxlrxk,Fire Cafe & Restaurant Unawatuna,"Unawatuna Beach parangiya waththa, pillagoda, 265X+VR9, Unawatuna 80600, Sri Lanka",6.0096633,80.2495972,4.1,,,"establishment, food, point_of_interest, restaurant",,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJv5r2q5Fz4ToR-QPHrDhcIUw,Korean Food Beach Restaurant,"Paraugiya, waththa peellagoda, Unawatuna, Sri Lanka",6.0096976,80.2497937,4.5,,,"establishment, food, point_of_interest, restaurant",071 015 5266,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJySu-Z9Bz4ToRK94rhfgDh2I,Lolo Sizzle Spot,"80600 Beach Road, Unawatuna, Sri Lanka",6.0097093,80.2497736,5.0,,,"establishment, food, point_of_interest, restaurant",077 721 3559,,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJxYnDDwBz4ToRonsm0ueP9mY,Sea Secret Restaurant Unawatuna,"265X+VWF waththa, peellagoda, උණවටුන, Sri Lanka",6.0097136,80.2497642,4.7,,,"establishment, food, point_of_interest, restaurant",075 657 3574,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJvxnZiKRz4ToRXktgdkXFD7I,Blue Bistro Beach Restaurant,"Pillagoda, Unawatuna 80600, Sri Lanka",6.0095336,80.25004109999999,3.8,,,"establishment, food, point_of_interest, restaurant",077 555 5563,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:30 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJezU_Nexy4ToRRNvtDVVBBpY,Peacock Beach Hotel,"Matara Road, Peellagoda, Unawatuna, Sri Lanka",6.009545,80.250087,4.0,,,"establishment, food, lodging, point_of_interest, restaurant",077 555 5563,http://peacockhotelunawatuna.com/,Monday: 6:00 AM – 11:45 PM | Tuesday: 6:00 AM – 11:45 PM | Wednesday: 6:00 AM – 11:45 PM | Thursday: 6:00 AM – 11:45 PM | Friday: 6:00 AM – 11:45 PM | Saturday: 6:00 AM – 11:45 PM | Sunday: 6:00 AM – 11:45 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ1bVgze1y4ToRTrNa8mZ3Zko,Yellow Restaurant,"265X+WR7, Unawatuna, Sri Lanka",6.0097799,80.2495611,4.2,,,"establishment, food, point_of_interest, restaurant",077 541 1395,,Monday: 8:00 AM – 10:30 PM | Tuesday: 8:00 AM – 10:30 PM | Wednesday: 8:00 AM – 10:30 PM | Thursday: 8:00 AM – 10:30 PM | Friday: 8:00 AM – 10:30 PM | Saturday: 8:00 AM – 10:30 PM | Sunday: 8:00 AM – 10:30 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJWxU6R6tz4ToRIR-hngZsxy0,Zamora,"Galle road,Peellagoda, 2752+P78, Unawatuna, Sri Lanka",6.009287899999999,80.2506932,,,,"establishment, food, point_of_interest, restaurant",071 478 7532,,,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ8YrLMABz4ToR-NIi5h6c5j8,Unavatuna Chill cafe,"2752+P8H, Matara Rd, Unawatuna 60800, Sri Lanka",6.009323699999999,80.250869,,,,"establishment, food, point_of_interest, restaurant",,,,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJE6UNMVVz4ToR4nNRT18qe4k,Ridam Rotty Shop,"Peelagoda, Unawatuna 80600, Sri Lanka",6.009274,80.2508998,,,,"establishment, food, point_of_interest, restaurant",074 261 4736,,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJJaKhHwBz4ToRS9ElqS2m9F0,Kurumba Chill,"335 Peellagoda junction, Unawatuna, Sri Lanka",6.0092675,80.2509025,5.0,,,"establishment, food, point_of_interest, restaurant",074 341 2910,,Monday: 6:00 AM – 11:55 PM | Tuesday: 6:00 AM – 11:55 PM | Wednesday: 6:00 AM – 11:55 PM | Thursday: 6:00 AM – 11:55 PM | Friday: 6:00 AM – 11:55 PM | Saturday: 8:00 AM – 11:55 PM | Sunday: 8:00 AM – 11:55 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ41IXi9Fz4ToR3BXXv07Ht3E,Sea Cafe,"2752+P92, Matara Rd, Unawatuna, Sri Lanka",6.0092674,80.2509039,,,,"establishment, food, point_of_interest, restaurant",,,,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJs8IGgI5z4ToRjPaaR3yr_H8,Yellow cabin,"2752+P92, Matara Rd, Unawatuna, Sri Lanka",6.0092674,80.2509039,4.1,,,"establishment, food, point_of_interest, restaurant",077 324 0305,,,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJz5-rBQBz4ToRVBuTTvs64xs,Le onde una,"266X+8V3 Le Onde una peellagoda, road, Unawatuna, Sri Lanka",6.010767299999999,80.2496834,,,,"establishment, food, point_of_interest, restaurant",0412 147 066,https://www.instagram.com/le_onde_unaa?igsh=MXYyd201b2ZudTBndg%3D%3D&utm_source=qr,Monday: 7:30 – 11:30 AM | Tuesday: 7:30 – 11:30 AM | Wednesday: 7:30 – 11:30 AM | Thursday: 7:30 – 11:30 AM | Friday: 7:30 – 11:30 AM | Saturday: 7:30 – 11:30 AM | Sunday: 7:30 – 11:30 AM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJiRYjQwBz4ToRG_zIzxnjBe8,Divam Restaurant,"2752+HC6, A2, Unawatuna 80600, Sri Lanka",6.008904999999999,80.2510265,5.0,,,"establishment, food, point_of_interest, restaurant",077 220 7110,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJx9pVwO1y4ToR9P2lHEa-r0E,Chami Restaurant,"Unawatuna, Sri Lanka",6.0107822,80.2500661,4.6,,,"establishment, food, point_of_interest, restaurant",076 042 9002,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJ5_l5blJz4ToRRcRJ5fLjoyM,LA TRATTORIA,"Mathara Road, Godagewatta,Pellagoda, Unawatuna 80600, Sri Lanka",6.010799,80.25022299999999,5.0,,,"establishment, food, point_of_interest, restaurant",075 083 9402,,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJmam4Gv1z4ToRPsz4m7Uq_Dw,Banana Beach,"Matara road, Peellagoda, Unawatuna 80600, Sri Lanka",6.008566999999999,80.25097149999999,3.5,,,"establishment, food, point_of_interest, restaurant",075 972 0873,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJX9PpY-5y4ToRnDZHxgKOIKI,Happy Banana,"Wallaye Deywala Road, Unawatuna, Sri Lanka",6.0097304,80.2480894,3.7,,2.0,"establishment, food, lodging, point_of_interest, restaurant",0912 250 253,,Monday: 7:00 AM – 2:00 AM | Tuesday: 7:00 AM – 2:00 AM | Wednesday: 7:00 AM – 2:00 AM | Thursday: 7:00 AM – 2:00 AM | Friday: 7:00 AM – 2:00 AM | Saturday: 7:00 AM – 2:00 AM | Sunday: 7:00 AM – 2:00 AM,OPERATIONAL,Unawatuna,restaurant,restaurant,Top,True
ChIJPSAglI9z4ToRpjf7kxTT5io,The house Unawatuna,"Matara Rd, Unawatuna 80600, Sri Lanka",6.009864599999999,80.2507175,5.0,,,"cafe, establishment, food, point_of_interest, store",077 452 2387,,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 1:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJaQRlIlpz4ToRgvxX0xVWuHo,CASA LANKA UNAWATUNA,"2762+76, Unawatuna 86000, Sri Lanka",6.0106571,80.250551,4.6,,,"cafe, establishment, food, point_of_interest, store",077 174 3175,,Monday: Closed | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJBd_EyMRz4ToRHdHoQIwCKwA,Wild and the Sage,"311 Peellagoda, Matara Rd, Unawatuna, Sri Lanka",6.010764,80.25051189999999,4.8,,,"book_store, cafe, establishment, food, point_of_interest, store, tourist_attraction",076 789 3840,https://wildandthesage.com/,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJX7Sqehpz4ToRGc7Uz3_Go78,Le café,"266X+MX8, A2, Unawatuna, Sri Lanka",6.011714100000001,80.2499503,4.7,,,"cafe, establishment, food, point_of_interest, store",,,,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJWVWaZ-5y4ToRVIsZ3Wu4b6o,Koha Surf Lounge,"266W+2XX, Welle Dewalaya Rd, Unawatuna, Sri Lanka",6.0101043,80.2474704,4.8,,,"bar, cafe, establishment, food, point_of_interest, restaurant",077 896 6042,https://instagram.com/kohasurflounge?igshid=YmMyMTA2M2Y=,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 11:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJbarwIgBz4ToRbk84Xk108pE,Bitter Beans Cafe,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.0098435,80.2473095,5.0,,,"cafe, establishment, food, point_of_interest, store",076 203 0749,,Monday: 7:30 AM – 11:00 PM | Tuesday: 7:30 AM – 11:00 PM | Wednesday: 7:30 AM – 11:00 PM | Thursday: 7:30 AM – 11:00 PM | Friday: 7:30 AM – 11:00 PM | Saturday: 7:30 AM – 11:00 PM | Sunday: 7:30 AM – 11:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ7Z-UOwBz4ToRRGRUnTY_pVw,Hawaya,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.009905100000001,80.2472323,4.9,,,"bar, cafe, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant, store",077 235 5977,http://hawayalk.com/,Monday: Closed | Tuesday: 12:00 – 11:30 PM | Wednesday: 12:00 – 11:30 PM | Thursday: 12:00 – 11:30 PM | Friday: 12:00 – 11:30 PM | Saturday: 12:00 – 11:30 PM | Sunday: 12:00 – 11:30 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJr21-SMBz4ToRNwMOr8nwwf4,Cafe night mate,"Jayakotuwa, Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.009937499999999,80.2471917,,,,"cafe, establishment, food, point_of_interest",075 532 9166,,Monday: 5:00 PM – 1:30 AM | Tuesday: 5:00 PM – 1:30 AM | Wednesday: 5:00 PM – 1:30 AM | Thursday: 5:00 PM – 1:30 AM | Friday: 5:00 PM – 1:30 AM | Saturday: 5:00 PM – 1:30 AM | Sunday: 5:00 PM – 1:30 AM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ67I8cqZz4ToRtdN8X4Mav6E,Meera Café | Restaurant | Bar,"Yaddehimulla Rd, Galle 80600, Sri Lanka",6.0098414,80.2470639,,,,"cafe, establishment, food, point_of_interest",077 068 0631,,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJZZkjL09z4ToRIUC44i0q3fg,FRiENDS Unawatuna,"Unawatuna beach, Unawatuna, Sri Lanka",6.0097444,80.24699989999999,4.5,,,"bar, cafe, establishment, food, night_club, point_of_interest, restaurant",076 058 6348,https://instagram.com/restaurant_friends_?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJHa6ZpbNz4ToRneDW5XQLlsU,THE BRUNCH by Prime Time,"Thalpawila Gedra Waththa Villa prime time, Matara Rd, Unawatuna 80600, Sri Lanka",6.0121195,80.2496723,,,,"cafe, establishment, food, point_of_interest",077 130 1516,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: 7:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ3_qCbwpz4ToRdO_QBxvl-rI,Atmosphere,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.0100273,80.2469534,4.6,,,"cafe, establishment, food, point_of_interest, restaurant",075 515 6180,,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ1fzzG-pz4ToR-w9VBWAWpCs,ALOHA Juice Bar,"55/2 Yaddehimulla Rd, Unawatuna, Sri Lanka",6.0117872,80.2481454,4.5,,,"cafe, establishment, food, point_of_interest",077 310 9264,,,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJWaJIYUxz4ToRfhVw55yCulE,Tea Time by BLUEFIELD,"Welle Dewalaya Rd, Unawatuna, Sri Lanka",6.0118772,80.2481396,4.3,,,"cafe, establishment, food, point_of_interest, restaurant, store",077 769 4694,http://www.bluefieldtea.com/,,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJY5Evs9xz4ToRn5yPjxTGaEM,Итальянская Кухня,"2753+839, Unnamed Road, Unawatuna, Sri Lanka",6.0082856,80.25272149999999,,,,"cafe, establishment, food, point_of_interest",,,,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ__zI_PFy4ToRWWZBymhseTE,Le Café Français Bakery & Boutique,"Unawatuna pellagoda, Sarantuge watta.pellagoda . unawatuna, Galle, Matara Rd, Unawatuna, Sri Lanka",6.0125151,80.2481947,4.6,,2.0,"cafe, establishment, food, point_of_interest, restaurant",077 740 1014,,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJX0UOemxz4ToRkOreyH8vya0,Steam Yard Unawatuna,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.012672299999999,80.2482161,4.8,,,"cafe, establishment, food, point_of_interest",076 669 0504,https://instagram.com/steamyard_unawatuna?igshid=1clzjbyml4gg7,Monday: 7:30 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ705G_Tlz4ToR0hfNk6_Surc,Fruit Deck,"Unawatuna 80000, Sri Lanka",6.0131099,80.2486066,5.0,,,"cafe, establishment, food, point_of_interest",077 031 4777,,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:30 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJJaxkV4dz4ToRJuxXLVLLYdo,Wickrama Cafe,"no.140 Matara Rd, අකුරැස්ස, Sri Lanka",6.0133567,80.2497836,1.0,,,"cafe, establishment, food, point_of_interest",,,,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJP5TZE-Bz4ToRDIEFBjC1Eb8,Cafe Aroma Unawatuna,"No.202 Matara Rd, Unawatuna 80600, Sri Lanka",6.0137068,80.2494104,4.5,,2.0,"bakery, cafe, establishment, food, point_of_interest, store",076 873 3388,http://cafearomaunawatuna.com/,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJTec2g7Nz4ToRtpFrhB9s81A,Kaaia,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.0136963,80.24899839999999,4.7,,,"cafe, establishment, food, point_of_interest",077 902 7932,http://www.kaaiaunawatuna.com/,Monday: 7:30 AM – 10:00 PM | Tuesday: 7:30 AM – 10:00 PM | Wednesday: 7:30 AM – 10:00 PM | Thursday: 7:30 AM – 10:00 PM | Friday: 7:30 AM – 10:00 PM | Saturday: 7:30 AM – 10:00 PM | Sunday: 7:30 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJqVO1fGBz4ToRvKuO4qWijrs,UNA TUNA,"Yaddehimulla Rd, Unawatuna 80600, Sri Lanka",6.0137133,80.2490049,4.9,,,"bar, cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",,https://www.instagram.com/unatuna.srilanka?igsh=NGQxbHRyd28yc2E2&utm_source=qr,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJpbwsJPJy4ToRbCLFhMOeWu8,Blue Caffeine,"45/a Welle Dewalaya Rd, Unawatuna, Sri Lanka",6.0141408,80.24938089999999,4.7,,,"cafe, establishment, food, point_of_interest",077 925 6389,https://www.instagram.com/blue__caffeine/,Monday: 8:00 AM – 9:30 PM | Tuesday: 8:00 AM – 9:30 PM | Wednesday: 10:00 AM – 9:30 PM | Thursday: 8:00 AM – 9:30 PM | Friday: 8:00 AM – 9:30 PM | Saturday: 8:00 AM – 9:30 PM | Sunday: 8:30 AM – 9:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJ8ReHsuhz4ToRaQAd9tKSRDc,Barista Unawatuna,"184, Welledewala Junction, Galle, Matara Rd, Unawatuna 80600, Sri Lanka",6.014501099999999,80.2492748,4.8,,,"cafe, establishment, food, point_of_interest",0912 221 989,https://barista.lk/,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
ChIJm41Bu6Nz4ToReRpI1bk9vCs,Nalini,"Ganahena Temple Rd, Unawatuna, Sri Lanka",6.0071625,80.2543719,,,,"cafe, establishment, food, point_of_interest",0912 250 033,,Monday: 6:00 AM – 7:00 PM | Tuesday: 6:00 AM – 7:00 PM | Wednesday: 6:00 AM – 7:00 PM | Thursday: 6:00 AM – 7:00 PM | Friday: 6:00 AM – 7:00 PM | Saturday: 6:00 AM – 7:00 PM | Sunday: 6:00 AM – 7:00 PM,OPERATIONAL,Unawatuna,cafe,cafe,Top,True
